word,part_of_speech,class,definition_en,definition_sn,example_sentence,synonyms,antonyms,source
munodiwa,verb,,you (plural) love; want; like (to be v-ed) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
murikudiwa,verb,,you (plural) are currently love; want; like (to be v-ed) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
madiwa,verb,,you (plural) love; want; like (to be v-ed) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
makadiwa,verb,,you (plural) love; want; like (to be v-ed) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
muchadiwa,verb,,you (plural) will love; want; like (to be v-ed) (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
vanodiwa,verb,,they love; want; like (to be v-ed) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
varikudiwa,verb,,they are currently love; want; like (to be v-ed) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
vadiwa,verb,,they love; want; like (to be v-ed) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
vakadiwa,verb,,they love; want; like (to be v-ed) (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
vachadiwa,verb,,they will love; want; like (to be v-ed) (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
ndinodisa,verb,,I love; want; like (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
ndirikudisa,verb,,I am currently love; want; like (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
ndadisa,verb,,I love; want; like (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
ndakadisa,verb,,I love; want; like (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
ndichadisa,verb,,I will love; want; like (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
unodisa,verb,,you (singular) love; want; like (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
urikudisa,verb,,you (singular) are currently love; want; like (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
wadisa,verb,,you (singular) love; want; like (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (singular) kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
wakadisa,verb,,you (singular) love; want; like (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (singular) kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
uchadisa,verb,,you (singular) will love; want; like (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: you (singular) kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
anodisa,verb,,he/she/it love; want; like (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: he/she/it kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
arikudisa,verb,,he/she/it is currently love; want; like (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: he/she/it kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
adisa,verb,,he/she/it love; want; like (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: he/she/it kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
akadisa,verb,,he/she/it love; want; like (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: he/she/it kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
achadisa,verb,,he/she/it will love; want; like (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: he/she/it kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
tinodisa,verb,,we love; want; like (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: we kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
tirikudisa,verb,,we are currently love; want; like (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: we kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
tadisa,verb,,we love; want; like (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: we kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
takadisa,verb,,we love; want; like (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: we kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
tichadisa,verb,,we will love; want; like (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
munodisa,verb,,you (plural) love; want; like (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
murikudisa,verb,,you (plural) are currently love; want; like (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
madisa,verb,,you (plural) love; want; like (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
makadisa,verb,,you (plural) love; want; like (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
muchadisa,verb,,you (plural) will love; want; like (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
vanodisa,verb,,they love; want; like (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
varikudisa,verb,,they are currently love; want; like (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
vadisa,verb,,they love; want; like (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
vakadisa,verb,,they love; want; like (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
vachadisa,verb,,they will love; want; like (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kudisa,,,,Morphological Engine (Conjugation of kudisa)
ndinodira,verb,,I love; want; like (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
ndirikudira,verb,,I am currently love; want; like (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
ndadira,verb,,I love; want; like (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
ndakadira,verb,,I love; want; like (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
ndichadira,verb,,I will love; want; like (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
unodira,verb,,you (singular) love; want; like (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
urikudira,verb,,you (singular) are currently love; want; like (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
wadira,verb,,you (singular) love; want; like (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (singular) kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
wakadira,verb,,you (singular) love; want; like (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (singular) kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
uchadira,verb,,you (singular) will love; want; like (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: you (singular) kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
anodira,verb,,he/she/it love; want; like (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: he/she/it kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
arikudira,verb,,he/she/it is currently love; want; like (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: he/she/it kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
adira,verb,,he/she/it love; want; like (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: he/she/it kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
akadira,verb,,he/she/it love; want; like (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: he/she/it kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
achadira,verb,,he/she/it will love; want; like (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: he/she/it kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
tinodira,verb,,we love; want; like (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: we kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
tirikudira,verb,,we are currently love; want; like (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: we kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
tadira,verb,,we love; want; like (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: we kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
takadira,verb,,we love; want; like (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: we kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
tichadira,verb,,we will love; want; like (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
munodira,verb,,you (plural) love; want; like (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
murikudira,verb,,you (plural) are currently love; want; like (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
madira,verb,,you (plural) love; want; like (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
makadira,verb,,you (plural) love; want; like (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
muchadira,verb,,you (plural) will love; want; like (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
vanodira,verb,,they love; want; like (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
varikudira,verb,,they are currently love; want; like (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
vadira,verb,,they love; want; like (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
vakadira,verb,,they love; want; like (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
vachadira,verb,,they will love; want; like (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kudira,,,,Morphological Engine (Conjugation of kudira)
ndinodura,verb,,I love; want; like (to un-v; reverse the action of v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kudura,,,,Morphological Engine (Conjugation of kudura)
ndirikudura,verb,,I am currently love; want; like (to un-v; reverse the action of v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kudura,,,,Morphological Engine (Conjugation of kudura)
ndadura,verb,,I love; want; like (to un-v; reverse the action of v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kudura,,,,Morphological Engine (Conjugation of kudura)
