mwana	child; offspring
tichaimbwa	we will sing (to be v-ed) (conjugation: future tense)
munoimbwa	you (plural) sing (to be v-ed) (conjugation: present habitual tense)
murikuimbwa	you (plural) are currently sing (to be v-ed) (conjugation: progressive tense)
maimbwa	you (plural) sing (to be v-ed) recently (conjugation: near past tense)
makaimbwa	you (plural) sing (to be v-ed) (conjugation: remote past tense)
muchaimbwa	you (plural) will sing (to be v-ed) (conjugation: future tense)
vanoimbwa	they sing (to be v-ed) (conjugation: present habitual tense)
varikuimbwa	they are currently sing (to be v-ed) (conjugation: progressive tense)
vaimbwa	they sing (to be v-ed) recently (conjugation: near past tense)
vakaimbwa	they sing (to be v-ed) (conjugation: remote past tense)
vachaimbwa	they will sing (to be v-ed) (conjugation: future tense)
ndinoimbisa	I sing (to cause to v; make v) (conjugation: present habitual tense)
ndirikuimbisa	I am currently sing (to cause to v; make v) (conjugation: progressive tense)
ndaimbisa	I sing (to cause to v; make v) recently (conjugation: near past tense)
ndakaimbisa	I sing (to cause to v; make v) (conjugation: remote past tense)
ndichaimbisa	I will sing (to cause to v; make v) (conjugation: future tense)
unoimbisa	you (singular) sing (to cause to v; make v) (conjugation: present habitual tense)
urikuimbisa	you (singular) are currently sing (to cause to v; make v) (conjugation: progressive tense)
waimbisa	you (singular) sing (to cause to v; make v) recently (conjugation: near past tense)
wakaimbisa	you (singular) sing (to cause to v; make v) (conjugation: remote past tense)
uchaimbisa	you (singular) will sing (to cause to v; make v) (conjugation: future tense)
anoimbisa	he/she/it sing (to cause to v; make v) (conjugation: present habitual tense)
arikuimbisa	he/she/it is currently sing (to cause to v; make v) (conjugation: progressive tense)
aimbisa	he/she/it sing (to cause to v; make v) recently (conjugation: near past tense)
akaimbisa	he/she/it sing (to cause to v; make v) (conjugation: remote past tense)
achaimbisa	he/she/it will sing (to cause to v; make v) (conjugation: future tense)
tinoimbisa	we sing (to cause to v; make v) (conjugation: present habitual tense)
tirikuimbisa	we are currently sing (to cause to v; make v) (conjugation: progressive tense)
taimbisa	we sing (to cause to v; make v) recently (conjugation: near past tense)
takaimbisa	we sing (to cause to v; make v) (conjugation: remote past tense)
tichaimbisa	we will sing (to cause to v; make v) (conjugation: future tense)
munoimbisa	you (plural) sing (to cause to v; make v) (conjugation: present habitual tense)
murikuimbisa	you (plural) are currently sing (to cause to v; make v) (conjugation: progressive tense)
maimbisa	you (plural) sing (to cause to v; make v) recently (conjugation: near past tense)
makaimbisa	you (plural) sing (to cause to v; make v) (conjugation: remote past tense)
muchaimbisa	you (plural) will sing (to cause to v; make v) (conjugation: future tense)
vanoimbisa	they sing (to cause to v; make v) (conjugation: present habitual tense)
varikuimbisa	they are currently sing (to cause to v; make v) (conjugation: progressive tense)
vaimbisa	they sing (to cause to v; make v) recently (conjugation: near past tense)
vakaimbisa	they sing (to cause to v; make v) (conjugation: remote past tense)
vachaimbisa	they will sing (to cause to v; make v) (conjugation: future tense)
ndinoimbana	I sing (to v each other) (conjugation: present habitual tense)
ndirikuimbana	I am currently sing (to v each other) (conjugation: progressive tense)
ndaimbana	I sing (to v each other) recently (conjugation: near past tense)
ndakaimbana	I sing (to v each other) (conjugation: remote past tense)
ndichaimbana	I will sing (to v each other) (conjugation: future tense)
unoimbana	you (singular) sing (to v each other) (conjugation: present habitual tense)
urikuimbana	you (singular) are currently sing (to v each other) (conjugation: progressive tense)
waimbana	you (singular) sing (to v each other) recently (conjugation: near past tense)
wakaimbana	you (singular) sing (to v each other) (conjugation: remote past tense)
uchaimbana	you (singular) will sing (to v each other) (conjugation: future tense)
anoimbana	he/she/it sing (to v each other) (conjugation: present habitual tense)
arikuimbana	he/she/it is currently sing (to v each other) (conjugation: progressive tense)
aimbana	he/she/it sing (to v each other) recently (conjugation: near past tense)
akaimbana	he/she/it sing (to v each other) (conjugation: remote past tense)
achaimbana	he/she/it will sing (to v each other) (conjugation: future tense)
tinoimbana	we sing (to v each other) (conjugation: present habitual tense)
tirikuimbana	we are currently sing (to v each other) (conjugation: progressive tense)
taimbana	we sing (to v each other) recently (conjugation: near past tense)
takaimbana	we sing (to v each other) (conjugation: remote past tense)
tichaimbana	we will sing (to v each other) (conjugation: future tense)
munoimbana	you (plural) sing (to v each other) (conjugation: present habitual tense)
murikuimbana	you (plural) are currently sing (to v each other) (conjugation: progressive tense)
maimbana	you (plural) sing (to v each other) recently (conjugation: near past tense)
makaimbana	you (plural) sing (to v each other) (conjugation: remote past tense)
muchaimbana	you (plural) will sing (to v each other) (conjugation: future tense)
vanoimbana	they sing (to v each other) (conjugation: present habitual tense)
varikuimbana	they are currently sing (to v each other) (conjugation: progressive tense)
vaimbana	they sing (to v each other) recently (conjugation: near past tense)
vakaimbana	they sing (to v each other) (conjugation: remote past tense)
vachaimbana	they will sing (to v each other) (conjugation: future tense)
ndinoimbira	I sing (to v for / at / on behalf of) (conjugation: present habitual tense)
ndirikuimbira	I am currently sing (to v for / at / on behalf of) (conjugation: progressive tense)
ndaimbira	I sing (to v for / at / on behalf of) recently (conjugation: near past tense)
ndakaimbira	I sing (to v for / at / on behalf of) (conjugation: remote past tense)
ndichaimbira	I will sing (to v for / at / on behalf of) (conjugation: future tense)
unoimbira	you (singular) sing (to v for / at / on behalf of) (conjugation: present habitual tense)
urikuimbira	you (singular) are currently sing (to v for / at / on behalf of) (conjugation: progressive tense)
waimbira	you (singular) sing (to v for / at / on behalf of) recently (conjugation: near past tense)
wakaimbira	you (singular) sing (to v for / at / on behalf of) (conjugation: remote past tense)
uchaimbira	you (singular) will sing (to v for / at / on behalf of) (conjugation: future tense)
anoimbira	he/she/it sing (to v for / at / on behalf of) (conjugation: present habitual tense)
arikuimbira	he/she/it is currently sing (to v for / at / on behalf of) (conjugation: progressive tense)
aimbira	he/she/it sing (to v for / at / on behalf of) recently (conjugation: near past tense)
akaimbira	he/she/it sing (to v for / at / on behalf of) (conjugation: remote past tense)
achaimbira	he/she/it will sing (to v for / at / on behalf of) (conjugation: future tense)
tinoimbira	we sing (to v for / at / on behalf of) (conjugation: present habitual tense)
tirikuimbira	we are currently sing (to v for / at / on behalf of) (conjugation: progressive tense)
taimbira	we sing (to v for / at / on behalf of) recently (conjugation: near past tense)
takaimbira	we sing (to v for / at / on behalf of) (conjugation: remote past tense)
tichaimbira	we will sing (to v for / at / on behalf of) (conjugation: future tense)
munoimbira	you (plural) sing (to v for / at / on behalf of) (conjugation: present habitual tense)
murikuimbira	you (plural) are currently sing (to v for / at / on behalf of) (conjugation: progressive tense)
maimbira	you (plural) sing (to v for / at / on behalf of) recently (conjugation: near past tense)
makaimbira	you (plural) sing (to v for / at / on behalf of) (conjugation: remote past tense)
muchaimbira	you (plural) will sing (to v for / at / on behalf of) (conjugation: future tense)
vanoimbira	they sing (to v for / at / on behalf of) (conjugation: present habitual tense)
varikuimbira	they are currently sing (to v for / at / on behalf of) (conjugation: progressive tense)
vaimbira	they sing (to v for / at / on behalf of) recently (conjugation: near past tense)
vakaimbira	they sing (to v for / at / on behalf of) (conjugation: remote past tense)
vachaimbira	they will sing (to v for / at / on behalf of) (conjugation: future tense)
ndinoimbura	I sing (to un-v; reverse the action of v) (conjugation: present habitual tense)
ndirikuimbura	I am currently sing (to un-v; reverse the action of v) (conjugation: progressive tense)
ndaimbura	I sing (to un-v; reverse the action of v) recently (conjugation: near past tense)
ndakaimbura	I sing (to un-v; reverse the action of v) (conjugation: remote past tense)
ndichaimbura	I will sing (to un-v; reverse the action of v) (conjugation: future tense)
unoimbura	you (singular) sing (to un-v; reverse the action of v) (conjugation: present habitual tense)
urikuimbura	you (singular) are currently sing (to un-v; reverse the action of v) (conjugation: progressive tense)
waimbura	you (singular) sing (to un-v; reverse the action of v) recently (conjugation: near past tense)
wakaimbura	you (singular) sing (to un-v; reverse the action of v) (conjugation: remote past tense)
uchaimbura	you (singular) will sing (to un-v; reverse the action of v) (conjugation: future tense)
anoimbura	he/she/it sing (to un-v; reverse the action of v) (conjugation: present habitual tense)
arikuimbura	he/she/it is currently sing (to un-v; reverse the action of v) (conjugation: progressive tense)
aimbura	he/she/it sing (to un-v; reverse the action of v) recently (conjugation: near past tense)
